subject_id,session_idx,decision,fused_score,fidelity_thr,fidelity_pass,mean_recon_error,anomaly_zone,llr,fidelity_ip,fidelity_bc,elapsed_ms,is_genuine,attempt_type
s007,5,ACCESS_GRANTED,0.6331272659144113,0.11549,True,0.013725846074521542,normal,0.4868951823540378,0.15763047802038999,0.6896875451504381,1455.1849365234375,True,genuine
s007,6,REJECT_SESSION,0.11548581365502061,0.11549,False,0.015978176146745682,normal,0.5081618917279159,0.010493571292387838,0.6894693901656456,1302.596092224121,True,genuine
s007,7,ACCESS_GRANTED,0.9250465619832677,0.11549,True,0.016279326751828194,normal,0.48770566301066237,0.2524105608826482,0.708342108225866,941.6100978851318,True,genuine
s007,8,ACCESS_GRANTED,0.9853790469708328,0.11549,True,0.014231029897928238,normal,0.5619284321622819,0.27716504612412435,0.7001536224538676,1023.7939357757568,True,genuine
s008,5,ACCESS_GRANTED,0.9998795492128444,0.98614,True,0.015113623812794685,normal,0.8119216782258909,0.48817225931566416,0.8574617959916494,1060.5835914611816,True,genuine
s008,6,ACCESS_GRANTED,0.9982575680321542,0.98614,True,0.01585477776825428,normal,0.8135882852709326,0.33590844813352877,0.7767306563662332,1008.4521770477295,True,genuine
s008,7,ACCESS_GRANTED,0.99941732355975,0.98614,True,0.01480114459991455,normal,0.7314396461894032,0.47115817277480904,0.7986469792686576,1074.0435123443604,True,genuine
s008,8,REJECT_SESSION,0.9861367158316503,0.98614,False,0.01570572890341282,normal,0.8424292786687595,0.20048026483081596,0.6759967812909994,982.8574657440186,True,genuine
s010,5,ACCESS_GRANTED,0.9999981740513381,0.99783,True,0.010117072612047195,normal,0.7128557928196236,0.5565272820024565,0.8745347599934062,962.6491069793701,True,genuine
s010,6,ACCESS_GRANTED,0.9999992011718546,0.99783,True,0.00982250552624464,normal,0.8630909426471486,0.4525005557014675,0.8302989050558796,1489.1502857208252,True,genuine
s010,7,ACCESS_GRANTED,0.9999989395672871,0.99783,True,0.011849034577608109,normal,0.866858208316794,0.43508295652403306,0.8174097009330438,2815.4966831207275,True,genuine
s010,8,ACCESS_GRANTED,0.997832637374979,0.99783,True,0.010396625846624374,normal,0.5128791092289787,0.39621867743614353,0.749771337337303,1873.8033771514893,True,genuine
s011,5,ACCESS_GRANTED,0.9966177419552735,0.82343,True,0.02270418219268322,normal,0.6444893218902605,0.6334203710869178,0.871165550734665,1648.751974105835,True,genuine
s011,6,ACCESS_GRANTED,0.9979895638643405,0.82343,True,0.020101679489016533,normal,0.7125290301142091,0.5812197347999346,0.851371978533978,1049.6087074279785,True,genuine
s011,7,ACCESS_GRANTED,0.8234328099332983,0.82343,True,0.021792858839035034,normal,0.44793196403589675,0.5224888925182661,0.8456794912114335,963.3355140686035,True,genuine
s011,8,ACCESS_GRANTED,0.8524268086933241,0.82343,True,0.020634394139051437,normal,0.7209677008691273,0.14092697577288732,0.646849429181919,991.682767868042,True,genuine
s012,5,ACCESS_GRANTED,0.9988750861555665,0.98784,True,0.02258726768195629,normal,0.802046044187121,0.5902315621781264,0.8982169651247889,1187.5183582305908,True,genuine
s012,6,ACCESS_GRANTED,0.9998243674016735,0.98784,True,0.0228642039000988,normal,0.8914222208062461,0.6603937232245685,0.8735031607419946,1010.0793838500977,True,genuine
s012,7,ACCESS_GRANTED,0.9997452455499799,0.98784,True,0.02205415815114975,normal,0.8542335620299469,0.6738415026326107,0.8929789536529689,1136.6548538208008,True,genuine
s012,8,REJECT_SESSION,0.9878397257502698,0.98784,False,0.020637381821870804,normal,0.8080761257357575,0.34599579760856447,0.7692651718684308,1016.4892673492432,True,genuine
s013,5,ACCESS_GRANTED,0.9999413127752148,0.93831,True,0.013346816413104534,normal,0.761732742253821,0.5256656180402269,0.7801111373704079,866.7271137237549,True,genuine
s013,6,ACCESS_GRANTED,0.9996912860412334,0.93831,True,0.014857178553938866,normal,0.7544175152415614,0.42591029299229993,0.7431689030850823,921.4365482330322,True,genuine
s013,7,ACCESS_GRANTED,0.9894062077563305,0.93831,True,0.012945970520377159,normal,0.4706303256497907,0.5000769342048446,0.8284059463377154,557.5358867645264,True,genuine
s013,8,REJECT_SESSION,0.9383092138647335,0.93831,False,0.013083524070680141,normal,0.4062313088986366,0.4542780483000322,0.8114887767397988,531.9836139678955,True,genuine
s015,5,ACCESS_GRANTED,0.9997620269186852,0.90296,True,0.0176660418510437,normal,0.8759260662721361,0.33841661107734733,0.7283678858782191,565.758228302002,True,genuine
s015,6,ACCESS_GRANTED,0.9999103931131799,0.90296,True,0.017540860921144485,normal,0.7585110038492471,0.45672689395748944,0.757159338060366,510.7133388519287,True,genuine
s015,7,REJECT_SESSION,0.902958277148048,0.90296,False,0.019731340929865837,normal,0.5987111547806079,0.22345474238499344,0.6826908693601538,553.9236068725586,True,genuine
s015,8,ACCESS_GRANTED,0.9999907263105823,0.90296,True,0.0172959603369236,normal,0.7690139253320732,0.5478246056187157,0.8361995692645525,541.1641597747803,True,genuine
s016,5,ACCESS_GRANTED,0.9999999999605542,0.99795,True,0.022611813619732857,normal,0.8138325300113312,0.7943886776331789,0.9276442549692137,526.9911289215088,True,genuine
s016,6,ACCESS_GRANTED,0.9999999311750477,0.99795,True,0.022625619545578957,normal,0.5841945121547973,0.7157104116536126,0.914438999859057,519.5896625518799,True,genuine
s016,7,ACCESS_GRANTED,0.9989920409920048,0.99795,True,0.01733173243701458,normal,0.4954886917689836,0.2728800431491417,0.7246670586635939,531.7885875701904,True,genuine
s016,8,ACCESS_GRANTED,0.9979519662336338,0.99795,True,0.0205149594694376,normal,0.5271636769942251,0.18900421684358773,0.6173694165083223,518.3203220367432,True,genuine
s017,5,ACCESS_GRANTED,0.9999990990740942,0.99573,True,0.008552368730306625,normal,0.8667129132091179,0.46432013007396794,0.842891844892622,539.3152236938477,True,genuine
s017,6,ACCESS_GRANTED,0.9991761387766451,0.99573,True,0.008881861343979836,normal,0.6782509746843076,0.3057395057880254,0.7500420723924255,514.8742198944092,True,genuine
s017,7,ACCESS_GRANTED,0.9996190404822601,0.99573,True,0.00831334013491869,normal,0.5799255576677755,0.43655431870861244,0.7775598710127414,525.6674289703369,True,genuine
s017,8,REJECT_SESSION,0.9957290421307223,0.99573,False,0.008610483258962631,normal,0.524115208230691,0.3629184122608982,0.7691332356115145,514.9507522583008,True,genuine
s018,5,ACCESS_GRANTED,0.9999993326545343,0.99995,True,0.019379956647753716,normal,0.8284648087428607,0.5836806729496928,0.8287249654970484,547.3337173461914,True,genuine
s018,6,ACCESS_GRANTED,0.9999999024440294,0.99995,True,0.022158890962600708,normal,0.8567868412083971,0.6837794498734034,0.8602809372047486,525.3205299377441,True,genuine
s018,7,ACCESS_GRANTED,0.9999998919599357,0.99995,True,0.02041490748524666,normal,0.8013392206444944,0.7571681902318256,0.9157997339676113,540.5795574188232,True,genuine
s018,8,ACCESS_GRANTED,0.9999532533921514,0.99995,True,0.02052467316389084,normal,0.591727344099724,0.6346260596657961,0.8662496950895517,537.0759963989258,True,genuine
s019,5,ACCESS_GRANTED,0.9999999998820488,0.99999,True,0.013071614317595959,normal,0.8703343386469617,0.7471617741291143,0.9182056756203698,648.3936309814453,True,genuine
s019,6,ACCESS_GRANTED,0.9999999993453219,0.99999,True,0.01280985027551651,normal,0.859269371819063,0.6648114049620866,0.9066170175258269,849.4293689727783,True,genuine
s019,7,ACCESS_GRANTED,0.9999938102955326,0.99999,True,0.013219439424574375,normal,0.5807029907303876,0.5124153525325329,0.866544102735768,802.0012378692627,True,genuine
s019,8,ACCESS_GRANTED,0.9999997811256404,0.99999,True,0.010761406272649765,normal,0.7503787495075387,0.49537523879924233,0.7920766579525451,862.2138500213623,True,genuine
s020,5,ACCESS_GRANTED,0.9999692993749731,0.97055,True,0.017072878777980804,normal,0.671393725927472,0.4885050706706171,0.8125697056059976,547.6644039154053,True,genuine
s020,6,ACCESS_GRANTED,0.9999998872907874,0.97055,True,0.021034449338912964,normal,0.8259744070263698,0.6443961671666639,0.8619155083166005,523.7977504730225,True,genuine
s020,7,REJECT_SESSION,0.9705471901905618,0.97055,False,0.01683344878256321,normal,0.41913836756155437,0.37696733978937647,0.8079292911274087,543.2837009429932,True,genuine
s020,8,ACCESS_GRANTED,0.999980375449508,0.97055,True,0.022505735978484154,normal,0.5626637232299454,0.6627613845672268,0.8965649910795996,526.85546875,True,genuine
s021,5,ACCESS_GRANTED,0.9999999990797852,0.99705,True,0.01448131538927555,normal,0.7792918101741162,0.48491564979949076,0.7887247148034979,535.1033210754395,True,genuine
s021,6,REJECT_SESSION,0.9970484844746484,0.99705,False,0.018042486160993576,normal,0.45901976424236374,0.21805255276231306,0.6724237629894713,549.8473644256592,True,genuine
s021,7,ACCESS_GRANTED,0.999999755223284,0.99705,True,0.016359494999051094,normal,0.6302974341568063,0.40872097009936736,0.8083560891639087,555.199146270752,True,genuine
s021,8,ACCESS_GRANTED,0.9999767713910268,0.99705,True,0.014934588223695755,normal,0.6410372065441613,0.23095556797721778,0.6485950046729585,533.6806774139404,True,genuine
s022,5,ACCESS_GRANTED,0.9999680401003677,0.99996,True,0.020857885479927063,normal,0.7546921074376157,0.4870792184609026,0.8024941004879408,538.8827323913574,True,genuine
s022,6,ACCESS_GRANTED,0.999963613527495,0.99996,True,0.015826283022761345,normal,0.6753444024809425,0.6654836805048038,0.8839359185714639,500.05316734313965,True,genuine
s022,7,ACCESS_GRANTED,0.9999907149803624,0.99996,True,0.012086833827197552,normal,0.7528424631710532,0.6245799033999515,0.8777540132646875,546.8053817749023,True,genuine
s022,8,ACCESS_GRANTED,0.9999847504137361,0.99996,True,0.011488682590425014,normal,0.7031534539319645,0.6950456583838664,0.8895827482426879,516.4351463317871,True,genuine
s024,5,ACCESS_GRANTED,0.9997807235683697,0.99978,True,0.012250020168721676,normal,0.6407552600233062,0.3432298765580011,0.8160893468951161,561.795711517334,True,genuine
s024,6,ACCESS_GRANTED,0.9999999533349717,0.99978,True,0.012528933584690094,normal,0.8951370072855261,0.5441388197544323,0.8427074789585989,524.2202281951904,True,genuine
s024,7,ACCESS_GRANTED,0.9999966279443521,0.99978,True,0.011776813305914402,normal,0.7891231026186687,0.42530750644631704,0.7765441251344735,566.9887065887451,True,genuine
s024,8,ACCESS_GRANTED,0.9999999407559017,0.99978,True,0.011138209141790867,normal,0.9022964125438249,0.5300374587663784,0.8003818682312419,548.736572265625,True,genuine
s025,5,REJECT_SESSION,0.9999999899354542,1.0,False,0.01379522867500782,normal,0.7804789704405402,0.44926195179112927,0.7765037292871703,525.6407260894775,True,genuine
s025,6,REJECT_SESSION,0.9999999999781928,1.0,False,0.012099379673600197,normal,0.7955805945464414,0.7044528688331644,0.8696332186888763,563.0829334259033,True,genuine
s025,7,REJECT_SESSION,0.9999999999990681,1.0,False,0.012990929186344147,normal,0.8741490103090601,0.7569419158668472,0.8880283646563885,661.2064838409424,True,genuine
s025,8,REJECT_SESSION,0.9999999998295108,1.0,False,0.013279963284730911,normal,0.6967184916772325,0.7156290701825179,0.9274396154449822,813.8575553894043,True,genuine
s026,5,REJECT_SESSION,0.9999494976297002,0.99995,False,0.013240126892924309,normal,0.8839383372933726,0.2912636299324452,0.6995527986885457,837.5964164733887,True,genuine
s026,6,ACCESS_GRANTED,0.9999864431529912,0.99995,True,0.011472093872725964,normal,0.8095951392686725,0.4122527166613483,0.7278038803696556,853.5759449005127,True,genuine
s026,7,ACCESS_GRANTED,0.9999999686862203,0.99995,True,0.009564320556819439,normal,0.9004894964943265,0.6169206665122783,0.8610938519466477,567.1396255493164,True,genuine
s026,8,ACCESS_GRANTED,0.9999889162787322,0.99995,True,0.011945129372179508,normal,0.9031307986138337,0.3362787264653406,0.7891112508386199,555.0141334533691,True,genuine
s027,5,ACCESS_GRANTED,0.9999999890229233,0.99961,True,0.013875922188162804,normal,0.7603766144493215,0.4418095461173851,0.7887893513385745,496.86264991760254,True,genuine
s027,6,ACCESS_GRANTED,0.999999716864991,0.99961,True,0.014582435600459576,normal,0.8829848057964105,0.23931651451179228,0.7537231523329455,539.8521423339844,True,genuine
s027,7,ACCESS_GRANTED,0.9999572070125976,0.99961,True,0.014070284552872181,normal,0.725499507446895,0.18067862489271944,0.7496044387667159,506.55245780944824,True,genuine
s027,8,REJECT_SESSION,0.9996059052320395,0.99961,False,0.013965186662971973,normal,0.7174707580569842,0.10281118741135865,0.802098329444349,527.9629230499268,True,genuine
s028,5,ACCESS_GRANTED,0.9999946723992423,0.99777,True,0.011280307546257973,normal,0.8165727719470859,0.5205108622443114,0.7902842351660654,506.1047077178955,True,genuine
s028,6,ACCESS_GRANTED,0.9986356239782324,0.99777,True,0.009890316985547543,normal,0.6734742307305246,0.33404798581329503,0.7259008891655474,557.7061176300049,True,genuine
s028,7,REJECT_SESSION,0.997767634530483,0.99777,False,0.009631323628127575,normal,0.5365325164641426,0.45102022589133406,0.8278025753783224,533.3421230316162,True,genuine
s028,8,ACCESS_GRANTED,0.9999998092164808,0.99777,True,0.010926096700131893,normal,0.830324143279766,0.7116148327298304,0.8857810991526709,534.5859527587891,True,genuine
s029,5,ACCESS_GRANTED,0.9998331416358432,0.99826,True,0.011965205892920494,normal,0.816692411822686,0.3822613347638575,0.7568889582658983,519.9422836303711,True,genuine
s029,6,ACCESS_GRANTED,0.9996174149308557,0.99826,True,0.013433297164738178,normal,0.8179855787171728,0.34248188853899886,0.7422938679463356,550.86350440979,True,genuine
s029,7,ACCESS_GRANTED,0.998891783850116,0.99826,True,0.013828428462147713,normal,0.8614684690708752,0.24917319613176236,0.7760942508806902,544.8288917541504,True,genuine
s029,8,ACCESS_GRANTED,0.9982603405225859,0.99826,True,0.01342257671058178,normal,0.8661856478105364,0.22993102600165874,0.7451677381760892,569.9527263641357,True,genuine
s030,5,ACCESS_GRANTED,0.9999997784542882,0.99998,True,0.01592213101685047,normal,0.7107967600284506,0.5957352873087847,0.8513310240782289,542.217493057251,True,genuine
s030,6,ACCESS_GRANTED,0.9999988320685076,0.99998,True,0.018157457932829857,normal,0.6090851067459252,0.6350169162544336,0.8810561404307958,529.2518138885498,True,genuine
s030,7,ACCESS_GRANTED,0.9999816090664045,0.99998,True,0.02081061340868473,normal,0.598365756719154,0.48423016304467276,0.80574245929531,546.1766719818115,True,genuine
s030,8,ACCESS_GRANTED,0.999999897250253,0.99998,True,0.019658558070659637,normal,0.808578535396152,0.5038383919382692,0.8162199903556214,520.0586318969727,True,genuine
s031,5,ACCESS_GRANTED,0.9999999760821056,0.40266,True,0.02023392729461193,normal,0.6581571161708132,0.5742739795931433,0.8115508661026039,701.702356338501,True,genuine
s031,6,ACCESS_GRANTED,0.9999980889883138,0.40266,True,0.018151892349123955,normal,0.6408934697750214,0.3894805934676416,0.7634461346769033,813.2932186126709,True,genuine
s031,7,ACCESS_GRANTED,0.9979560475569498,0.40266,True,0.020361486822366714,normal,0.36823054579496517,0.3698468508654215,0.7724030822054161,860.6357574462891,True,genuine
s031,8,REJECT_SESSION,0.40265750551129664,0.40266,False,0.018926585093140602,normal,0.364456203932355,0.07636927444976702,0.6371173703632128,843.7855243682861,True,genuine
s032,5,ACCESS_GRANTED,0.9953686908203014,0.13731,True,0.019730830565094948,normal,0.6508921340252101,0.2770636215588392,0.6965737989790292,535.3107452392578,True,genuine
s032,6,ACCESS_GRANTED,0.9837255611304611,0.13731,True,0.023856425657868385,normal,0.47650068820536196,0.3871534549651734,0.8253469894723985,552.3459911346436,True,genuine
s032,7,REJECT_SESSION,0.13730969865162299,0.13731,False,0.021860839799046516,normal,0.4044966926750369,0.11894858198461476,0.6574286424024631,534.9323749542236,True,genuine
s032,8,ACCESS_GRANTED,0.99997694311584,0.13731,True,0.019306499511003494,normal,0.7848453173889681,0.43625975883934087,0.7990004634145068,564.6460056304932,True,genuine
s033,5,REJECT_SESSION,0.999999996595889,1.0,False,0.032670434564352036,elevated,0.7983348638255763,0.5848363651886325,0.7742855372909515,522.2358703613281,True,genuine
s033,6,REJECT_SESSION,0.9999999998630373,1.0,False,0.026903901249170303,normal,0.8927560427926899,0.6206167599910735,0.8557556729564547,547.8765964508057,True,genuine
s033,7,REJECT_SESSION,0.9999999385680212,1.0,False,0.030398856848478317,elevated,0.6992125472616739,0.5604486786361474,0.7997577883256944,517.2529220581055,True,genuine
s033,8,REJECT_SESSION,0.9999999990614608,1.0,False,0.029138747602701187,elevated,0.8039026713377028,0.6403298821834285,0.8821597773029068,551.4719486236572,True,genuine
s034,5,ACCESS_GRANTED,0.9999982583799955,0.74692,True,0.02204192988574505,normal,0.7237275334953838,0.5222060847445299,0.8308046274818864,519.8080539703369,True,genuine
s034,6,ACCESS_GRANTED,0.9791910422679855,0.74692,True,0.018166691064834595,normal,0.4591986809957157,0.29807334193519314,0.7571333181627611,535.4809761047363,True,genuine
s034,7,ACCESS_GRANTED,0.9929976689311202,0.74692,True,0.01822655089199543,normal,0.6002138546028792,0.17865787353674653,0.7961528591448533,508.9223384857178,True,genuine
s034,8,REJECT_SESSION,0.7469175341826765,0.74692,False,0.018559200689196587,normal,0.3872821801247449,0.2269987991624302,0.7263591473474066,527.5704860687256,True,genuine
s035,5,ACCESS_GRANTED,0.9999999998628588,0.99999,True,0.01643160544335842,normal,0.8944388698994992,0.6229882558677022,0.8936011459718544,520.2429294586182,True,genuine
s035,6,ACCESS_GRANTED,0.9999999932494734,0.99999,True,0.01842479221522808,normal,0.7561024301254406,0.5850150980487844,0.8807220778244166,532.6457023620605,True,genuine
s035,7,ACCESS_GRANTED,0.999994536312668,0.99999,True,0.017693229019641876,normal,0.698830513168615,0.34480163472283476,0.7528813718187262,557.8703880310059,True,genuine
s035,8,ACCESS_GRANTED,0.9999996130935558,0.99999,True,0.02000446990132332,normal,0.6579846400736142,0.5055375258792869,0.8106196249734012,530.6990146636963,True,genuine
s036,5,ACCESS_GRANTED,0.9999990644418688,0.99979,True,0.01669313758611679,normal,0.7628162071119241,0.8665909715820853,0.9568995616711924,524.531364440918,True,genuine
s036,6,REJECT_SESSION,0.999785038088693,0.99979,False,0.01333262212574482,normal,0.5186845709348802,0.85119430930865,0.9624941506105219,524.2180824279785,True,genuine
s036,7,ACCESS_GRANTED,0.9999790450024796,0.99979,True,0.014185715466737747,normal,0.6415619496490444,0.8147396180537515,0.9444826457331188,704.1993141174316,True,genuine
s036,8,ACCESS_GRANTED,0.9999996774465515,0.99979,True,0.022471480071544647,normal,0.7989468664049573,0.8984424028406459,0.9583349232530995,823.9130973815918,True,genuine
s037,5,ACCESS_GRANTED,0.9999979066956167,0.99042,True,0.016626236960291862,normal,0.8200560253476659,0.6184050825982045,0.8724159980323236,839.2608165740967,True,genuine
s037,6,ACCESS_GRANTED,0.9988848429934959,0.99042,True,0.01585705578327179,normal,0.5849802821620729,0.4654811739309665,0.8385567683475913,858.1304550170898,True,genuine
s037,7,ACCESS_GRANTED,0.9977076371903203,0.99042,True,0.01812101900577545,normal,0.6629263259275628,0.3381736864372297,0.8771049128976042,537.0361804962158,True,genuine
s037,8,ACCESS_GRANTED,0.9904234922409024,0.99042,True,0.013026007451117039,normal,0.5804182977727872,0.341345197036872,0.8231593931209548,508.03685188293457,True,genuine
s038,5,REJECT_SESSION,0.9999999986622232,1.0,False,0.01532047614455223,normal,0.7124432034926355,0.6141511222405932,0.835511157874706,537.9228591918945,True,genuine
s038,6,REJECT_SESSION,0.9999999993481314,1.0,False,0.013031446374952793,normal,0.766420669417896,0.5845129086712932,0.8569356503182765,523.5164165496826,True,genuine
s038,7,REJECT_SESSION,0.9999999980110537,1.0,False,0.016294656321406364,normal,0.7391932277232861,0.5704273046077247,0.8101435044118417,523.8547325134277,True,genuine
s038,8,REJECT_SESSION,0.9999998981701673,1.0,False,0.013023472391068935,normal,0.6301396661883987,0.5119546970897533,0.8121501691406292,530.5514335632324,True,genuine
s039,5,ACCESS_GRANTED,0.999999886069498,0.99986,True,0.012940567918121815,normal,0.7213633000132268,0.7119631634616317,0.9078012407947486,551.1224269866943,True,genuine
s039,6,ACCESS_GRANTED,0.9999993104109514,0.99986,True,0.013174023479223251,normal,0.7211266774551006,0.5986465198437901,0.891587046359398,523.0607986450195,True,genuine
s039,7,ACCESS_GRANTED,0.9998611423643533,0.99986,True,0.01600264571607113,normal,0.625830920990014,0.38807967727759535,0.8869768644715689,518.3050632476807,True,genuine
s039,8,ACCESS_GRANTED,0.999998548253154,0.99986,True,0.01246679201722145,normal,0.7054162882615396,0.5783334967936241,0.8518410680221722,530.3244590759277,True,genuine
s040,5,REJECT_SESSION,0.9999999999633626,1.0,False,0.0282619409263134,normal,0.9130762113125871,0.7300031732415994,0.8985523119822807,532.9627990722656,True,genuine
s040,6,REJECT_SESSION,0.9999999731581894,1.0,False,0.027443623170256615,normal,0.7602723834749116,0.5625313886323867,0.8180725190194081,511.871337890625,True,genuine
s040,7,REJECT_SESSION,0.9999987705720785,1.0,False,0.024723408743739128,normal,0.5757748855255576,0.6102119760134043,0.8991555126550349,562.0508193969727,True,genuine
s040,8,REJECT_SESSION,0.9999999015900908,1.0,False,0.028007645159959793,normal,0.6578337644709303,0.6487016139321689,0.8403499685684264,552.4499416351318,True,genuine
s041,5,REJECT_SESSION,0.995685590687492,0.99569,False,0.027572471648454666,normal,0.6048475134514125,0.43318570166562864,0.8383312945741547,545.318603515625,True,genuine
s041,6,STEP_UP_AUTH,0.9967532520247252,0.99569,True,0.032203540205955505,elevated,0.397209305242566,0.7277820489337508,0.8896840434333984,531.8648815155029,True,genuine
s041,7,ACCESS_GRANTED,0.9990301396847052,0.99569,True,0.024764003232121468,normal,0.5896389772048675,0.5788328666573332,0.8158481018966134,552.6068210601807,True,genuine
s041,8,ACCESS_GRANTED,0.9982470354140877,0.99569,True,0.02698707766830921,normal,0.512462902342879,0.6261768031876009,0.861390604993932,525.4800319671631,True,genuine
s042,5,REJECT_SESSION,0.9999999913429681,1.0,False,0.013152110390365124,normal,0.7932402342289612,0.5949544714986031,0.8767083733716898,716.3751125335693,True,genuine
s042,6,REJECT_SESSION,0.9999992841013556,1.0,False,0.013353466056287289,normal,0.6755826088183084,0.5142576935809126,0.7943632194131274,1534.2369079589844,True,genuine
s042,7,REJECT_SESSION,0.9999993965691676,1.0,False,0.012817112728953362,normal,0.6637953277852335,0.5393715320451654,0.7937154507161562,1458.6844444274902,True,genuine
s042,8,REJECT_SESSION,0.9999953523301035,1.0,False,0.01136367954313755,normal,0.594170648925249,0.5074417366056068,0.835200693650768,516.2198543548584,True,genuine
s043,5,ACCESS_GRANTED,0.9999994675955991,0.99975,True,0.014128063805401325,normal,0.9033089878374932,0.6579417596568008,0.9162606559969814,563.8253688812256,True,genuine
s043,6,ACCESS_GRANTED,0.9999986849867246,0.99975,True,0.01312712486833334,normal,0.7881980667543774,0.8047326715633303,0.9454975062130699,525.784969329834,True,genuine
s043,7,ACCESS_GRANTED,0.9999905844264793,0.99975,True,0.01492208894342184,normal,0.7958951356302102,0.5888227751019333,0.8951658344895016,550.7268905639648,True,genuine
s043,8,ACCESS_GRANTED,0.999752367118354,0.99975,True,0.014046394266188145,normal,0.7082293905437279,0.4508884464408714,0.8046664295250854,520.9159851074219,True,genuine
s044,5,ACCESS_GRANTED,0.9999999044539067,0.99146,True,0.015830589458346367,normal,0.7611798101411512,0.5515459384423876,0.8313797887895477,553.1265735626221,True,genuine
s044,6,ACCESS_GRANTED,0.991462652578588,0.99146,True,0.013574004173278809,normal,0.32648950920369063,0.46314056613385923,0.7931300311303637,508.88967514038086,True,genuine
s044,7,ACCESS_GRANTED,0.9995238742767902,0.99146,True,0.016299482434988022,normal,0.58581640859994,0.28757520379645835,0.8019036388864825,552.3550510406494,True,genuine
s044,8,ACCESS_GRANTED,0.9991404954692149,0.99146,True,0.013729456812143326,normal,0.5291163462255105,0.32424578488832845,0.8177746063493336,516.7863368988037,True,genuine
s046,5,ACCESS_GRANTED,0.9987285903579806,0.36476,True,0.01692168228328228,normal,0.7125701743252021,0.3439227704840076,0.7222871422734882,565.4816627502441,True,genuine
s046,6,ACCESS_GRANTED,0.36476373443489807,0.36476,True,0.014469367451965809,normal,0.3555807027199245,0.2581070988590281,0.6273505841181646,529.6435356140137,True,genuine
s046,7,ACCESS_GRANTED,0.9976552624887122,0.36476,True,0.016096850857138634,normal,0.7065528342932077,0.3097881791225984,0.7506548421433739,540.6484603881836,True,genuine
s046,8,ACCESS_GRANTED,0.9759060612738965,0.36476,True,0.01681533083319664,normal,0.8191654006108802,0.08862993177246795,0.7340937921369511,548.6223697662354,True,genuine
s047,5,ACCESS_GRANTED,0.9999999843096816,0.99999,True,0.02044600248336792,normal,0.7901963788808736,0.4111543510040535,0.7765469040192832,531.8310260772705,True,genuine
s047,6,ACCESS_GRANTED,0.999995044357673,0.99999,True,0.02165747806429863,normal,0.7608199300631577,0.19227660744027483,0.7594481767049305,542.9081916809082,True,genuine
