probe_subject,claimed_subject,session,llr,fidelity,bhattacharyya
s030,s030,8,0.808578535396152,0.5038383919382692,0.8162199903556214
s031,s031,5,0.6581571161708132,0.5742739795931433,0.8115508661026039
s031,s031,6,0.6408934697750214,0.3894805934676416,0.7634461346769033
s031,s031,7,0.36823054579496517,0.3698468508654215,0.7724030822054161
s031,s031,8,0.364456203932355,0.07636927444976702,0.6371173703632128
s032,s032,5,0.6508921340252101,0.2770636215588392,0.6965737989790292
s032,s032,6,0.47650068820536196,0.3871534549651734,0.8253469894723985
s032,s032,7,0.4044966926750369,0.11894858198461476,0.6574286424024631
s032,s032,8,0.7848453173889681,0.43625975883934087,0.7990004634145068
s033,s033,5,0.7983348638255763,0.5848363651886325,0.7742855372909515
s033,s033,6,0.8927560427926899,0.6206167599910735,0.8557556729564547
s033,s033,7,0.6992125472616739,0.5604486786361474,0.7997577883256944
s033,s033,8,0.8039026713377028,0.6403298821834285,0.8821597773029068
s034,s034,5,0.7237275334953838,0.5222060847445299,0.8308046274818864
s034,s034,6,0.4591986809957157,0.29807334193519314,0.7571333181627611
s034,s034,7,0.6002138546028792,0.17865787353674653,0.7961528591448533
s034,s034,8,0.3872821801247449,0.2269987991624302,0.7263591473474066
s035,s035,5,0.8944388698994992,0.6229882558677022,0.8936011459718544
s035,s035,6,0.7561024301254406,0.5850150980487844,0.8807220778244166
s035,s035,7,0.698830513168615,0.34480163472283476,0.7528813718187262
s035,s035,8,0.6579846400736142,0.5055375258792869,0.8106196249734012
s036,s036,5,0.7628162071119241,0.8665909715820853,0.9568995616711924
s036,s036,6,0.5186845709348802,0.85119430930865,0.9624941506105219
s036,s036,7,0.6415619496490444,0.8147396180537515,0.9444826457331188
s036,s036,8,0.7989468664049573,0.8984424028406459,0.9583349232530995
s037,s037,5,0.8200560253476659,0.6184050825982045,0.8724159980323236
s037,s037,6,0.5849802821620729,0.4654811739309665,0.8385567683475913
s037,s037,7,0.6629263259275628,0.3381736864372297,0.8771049128976042
s037,s037,8,0.5804182977727872,0.341345197036872,0.8231593931209548
s038,s038,5,0.7124432034926355,0.6141511222405932,0.835511157874706
s038,s038,6,0.766420669417896,0.5845129086712932,0.8569356503182765
s038,s038,7,0.7391932277232861,0.5704273046077247,0.8101435044118417
s038,s038,8,0.6301396661883987,0.5119546970897533,0.8121501691406292
s039,s039,5,0.7213633000132268,0.7119631634616317,0.9078012407947486
s039,s039,6,0.7211266774551006,0.5986465198437901,0.891587046359398
s039,s039,7,0.625830920990014,0.38807967727759535,0.8869768644715689
s039,s039,8,0.7054162882615396,0.5783334967936241,0.8518410680221722
s040,s040,5,0.9130762113125871,0.7300031732415994,0.8985523119822807
s040,s040,6,0.7602723834749116,0.5625313886323867,0.8180725190194081
s040,s040,7,0.5757748855255576,0.6102119760134043,0.8991555126550349
s040,s040,8,0.6578337644709303,0.6487016139321689,0.8403499685684264
s041,s041,5,0.6048475134514125,0.43318570166562864,0.8383312945741547
s041,s041,6,0.397209305242566,0.7277820489337508,0.8896840434333984
s041,s041,7,0.5896389772048675,0.5788328666573332,0.8158481018966134
s041,s041,8,0.512462902342879,0.6261768031876009,0.861390604993932
s042,s042,5,0.7932402342289612,0.5949544714986031,0.8767083733716898
s042,s042,6,0.6755826088183084,0.5142576935809126,0.7943632194131274
s042,s042,7,0.6637953277852335,0.5393715320451654,0.7937154507161562
s042,s042,8,0.594170648925249,0.5074417366056068,0.835200693650768
s043,s043,5,0.9033089878374932,0.6579417596568008,0.9162606559969814
s043,s043,6,0.7881980667543774,0.8047326715633303,0.9454975062130699
s043,s043,7,0.7958951356302102,0.5888227751019333,0.8951658344895016
s043,s043,8,0.7082293905437279,0.4508884464408714,0.8046664295250854
s044,s044,5,0.7611798101411512,0.5515459384423876,0.8313797887895477
s044,s044,6,0.32648950920369063,0.46314056613385923,0.7931300311303637
s044,s044,7,0.58581640859994,0.28757520379645835,0.8019036388864825
s044,s044,8,0.5291163462255105,0.32424578488832845,0.8177746063493336
s046,s046,5,0.7125701743252021,0.3439227704840076,0.7222871422734882
s046,s046,6,0.3555807027199245,0.2581070988590281,0.6273505841181646
s046,s046,7,0.7065528342932077,0.3097881791225984,0.7506548421433739
s046,s046,8,0.8191654006108802,0.08862993177246795,0.7340937921369511
s047,s047,5,0.7901963788808736,0.4111543510040535,0.7765469040192832
s047,s047,6,0.7608199300631577,0.19227660744027483,0.7594481767049305
s047,s047,7,0.6849933568549015,0.2649679365581367,0.7942938671842291
s047,s047,8,0.8735782249971553,0.47373964378047656,0.8390438928873293
s048,s048,5,0.7627493581642183,0.3919244868406219,0.8381286498745275
s048,s048,6,0.6776368220019916,0.31283030023138536,0.653274780298916
s048,s048,7,0.7494225176530819,0.35189523212040047,0.8166507758883196
s048,s048,8,0.8688466429992981,0.36347640464286807,0.7634043757169241
s049,s049,5,0.609085352401803,0.35381574376373864,0.7501832121477414
s049,s049,6,0.4710484916033116,0.2771978695248404,0.7410911056511296
s049,s049,7,0.6533243214567579,0.2764224630159608,0.7029414812329616
s049,s049,8,0.46479481783149174,0.28160945048714137,0.689130288812289
s050,s050,5,0.8067274877451774,0.6888924988081284,0.8607781864903379
s050,s050,6,0.7655874869042071,0.4831226188178054,0.7835271200446792
s050,s050,7,0.7114740480318019,0.08049529601053307,0.6538354361627793
s050,s050,8,0.7763801506405851,0.40041913456343553,0.7725933474958547
s051,s051,5,0.5121078750788685,0.34632692133978743,0.7450181310471408
s051,s051,6,0.31690778248400503,0.3060455028354009,0.8415965735448037
s051,s051,7,0.5743639562716942,0.3305545216576425,0.7826111531599107
s051,s051,8,0.20725798806333534,0.16864584820159897,0.7367152242189342
s052,s052,5,0.7965031725223706,0.9058396758418035,0.9657473838940396
s052,s052,6,0.8517415468571065,0.8644175915865608,0.9607831319356075
s052,s052,7,0.913827324351529,0.8859393836832827,0.9646617104446582
s052,s052,8,0.6207872728389241,0.8198085697642579,0.9433626019746956
s053,s053,5,0.8686843880607349,0.6296823711545654,0.8665208338925752
s053,s053,6,0.8530042517559241,0.4531184864000131,0.791908354262122
s053,s053,7,0.8359038676712938,0.6926914496033022,0.8736107527412856
s053,s053,8,0.864538618010306,0.013493345937850376,0.5594618164898424
s054,s054,5,0.4794184988723779,0.12439958627174591,0.7180175666114996
s054,s054,6,0.3751773502630202,0.34457162542160513,0.7690532567699729
s054,s054,7,0.5718908199819281,0.44392804710378947,0.7370496383208246
s054,s054,8,0.5039378884934609,0.26530949998504244,0.766879086666903
s055,s055,5,0.8219556329230349,0.7301793602787997,0.8939057010675071
s055,s055,6,0.655287554768277,0.5033855776596342,0.8435961593498617
s055,s055,7,0.7073050143488908,0.4832239410429454,0.8296829318563284
s055,s055,8,0.7479330563169535,0.0286922698009896,0.6743023725106221
s056,s056,5,0.833261533033729,0.7133881418623412,0.9075475351814768
s056,s056,6,0.6235151637072078,0.45934702928285276,0.8444136367758671
s056,s056,7,0.6012025357005213,0.5924153633876397,0.8637056072944082
s056,s056,8,0.7222382106573598,0.2721261564552903,0.7044402383710335
s057,s057,5,0.5549082009860985,0.597484295277522,0.8643497389040639
s057,s057,6,0.4312439886353149,0.5564663638534509,0.8632991490796742
s057,s057,7,0.3859001268065853,0.43030306031440074,0.8402412594998466
s057,s057,8,0.2618158111709177,0.37738333632943855,0.8302152621708702
